
'SRNPBN2PIO37', 'C',
'FQ3GA6TWEFMF', 'C',
'T4DKTC61ULZX', 'D',
'KRX29NV12T1J', 'D',
'DUWDA99YZSI8', '0',
'SA5JZQBTBUN0', '0',
'IRBYA8QM6KHF', '0',
'AXIS3VGO38TM', '0',
'N7D6G35O0U9F', 'C',
'T0P4DQRD4I9T', '0',
'WN4P2AFL61KM', 'D',
'9B134RYCH5O6', '0',
'YTZ1Y7AIT6MS', '0',
'CM7LTX5BVXD8', '0',
'Z0ELVG9AFOD8', '0',
'ZZY7QF1PT3AR', 'D',
'8CWKQJYLFUD3', 'D',
'Q9CMVTN6EBA8', '0',
'Z0S1PZU0CI0K', '0',
'G00KZRC13GXH', 'D',
'VQJNAJJIDZJ3', 'D',
'91ARZDJTOYLD', '0',
'H35TYJU7MWU7', 'D',
'N1JP5BT663TP', 'D',
'BT2J1QOEHF64', 'D',
'9Y4OTW437C2G', '0',
'VJS3ASBA08SO', '0',
'MMN8F0BBSD6Q', 'D',
'W904S57IKNZD', '0',
'Z1HB1LL3WIAZ', '0',
'HNX86QBVADTS', '0',
'TCX6Z466VB47', '0',
'SNZPM8ZZ1TC5', 'D',
'SHOB92FNS01G', '0',
'1FLE68VAANRT', 'D',
'3ZX6AME53N2H', '0',
'SVG2760SKLD0', '0',
'QOLFY8DVH4PK', '0',
'C2LMUABFRO03', '0',
'EV9PTG6J3A30', '0',
'Z27MVN25K0IZ', 'C',
'UJ9DBLQQK5D2', '0',
'XL5562QPAPVX', '0',
'3DEU986D443A', 'D',
'0BVW2GUMIEAQ', 'C',
'84UWVBVOE06Q', 'D',
'W9Q1OGS8TQT7', 'D',
'QU44YJ26VCOF', '0',
'O2WJVF0J1EAO', 'D',
'ODQGJDNKEPL5', '0',
'7HQMIBDDKITJ', 'D',
'IXB9V6OHU4OF', 'D',
'MJHW8J2I1CRU', 'D',
'D6GRQJH7IXUC', 'D',
'B0YVH73U5LBV', 'D',
'S221LKLT5SKY', 'D',
'I4GGY3QSAZH2', 'D',
'LYTMOLDFJ6AO', 'D',
'MC8LYT1Y29T9', 'D',
'KG7CMXQE9LKZ', 'D',
'R1L16DSA1M30', 'D',
'1DGLXOXOUJTP', '0',
'0F9I58N45R1I', 'D',
'1GYEWGJBHOID', '0',
'YZZMLH4MOZH9', '0',
'W3BFTDJQNG36', '0',
'JJ6FYFOVXMZR', 'D',
'SZ2M4DRXFMWX', 'D',
'G5W77BJK0OQU', 'D',
'GFH0P32YS4EA', '0',
'95DPRIR0KWKE', 'D',
'40JYLO1092BE', '0',
'10L0PYPPTU4A', 'D',
'I2NR2RXO9AND', 'D',
'F01DP26D9H3I', 'D',
'HFB6Z3Q28HJ1', 'D',
'A6A536LWJF46', '0',
'G0IYGZ3MT6G7', '0',
'JBYT4KVDS20X', '0',
'HN9MH16ZV99Y', '0',
'YKZZMPH2E6JJ', '0',
'S7JCBQ46M92A', 'D',
'LJGMYB23S06I', '0',
'RM6QMV028NI3', 'D',
'A5GLIW8ML3ID', '0',
'EDADRDTZMQKN', '0',
'P9J3LKNYWAI2', '0',
'NN95XF7BEQDM', '0',
'AVUK7J9GQDLV', 'D',
'VWHTE24MIHDE', 'D',
'GHB3P4QFXGHZ', '0',
'AD7QKI4UQYPX', '0',
'PAMCNDGRZL3I', '0',
'XP22YJJFNS0Q', '0',
'J2VDOMTPJXXG', 'D',
'XRA6VMKL51T4', 'D',
'8BLR1HE37040', 'D',
'35KIP408VT2E', '0',
'PVWO6NTF3D2O', 'D',
'XA7F9GRYS09N', '0',
'7YS0GWVEGMG5', 'C',
'JMVSO0DUWBOW', '0',
'LLKFHATFCMMT', 'D',
'B2AGG4EWAFKM', 'D',
'HIHYNXLMBUG3', 'D',
'1VB8438XD45B', 'D',
'NITQOJH011UB', 'D',
'D4I49PNRTUXS', 'D',
'FT3COGOAD41B', '0',
'FES4Z3U476DB', '0',
'BGQ9HWQ51ULW', '0',
'VJE72YB4XM9Y', 'D',
'APVNMMVW4K1C', '0',
'UJMSNUBC85K5', '0',
'983PEISI0TSD', 'D',
'2INPITQN8V2D', '0',
'440VMN284FIP', '0',
'NG7MPIJP0ZZ4', 'D',
'ABWEOT2N8MRO', 'D',
'V7LMXANVUNGC', '0',
'M5DJYBKD8DFZ', '0',
'L7FGO11NQ1E3', 'D',
'KTQZKN18DWL9', 'D',
'IAL37WFX08FL', '0',
'TFNR1YODPD67', '0',
'6BQQMNK5XM9N', '0',
'CX43ZPDXQC4T', '0',
'2P1IWC6NS7OQ', 'D',
'DS8OAB9DV69N', '0',
'G4JPDSS4F56H', '0',
'EHF086GFXUXY', '0',
'42QWUHSY2AUS', '0',
'TFJHKX2QBESP', 'D',
'N0BQ4S2XP6TO', '0',
'35LXTFDQ7B99', 'D',
'VH3CO7J6DTOL', '0',
'KAK10BFCWC5P', 'D',
'B3UF8YFNBCET', '0',
'88MEC0GE8LFL', 'D',
'0M7Y606TWEHE', '0',
'KBC0DME6RA8D', 'D',
'R4OL16VK9KKZ', 'D',
'V2BA4142P36Y', '0',
'FL4HN0J0SFRT', '0',
'H4QY61FG6II4', 'D',
'5MY205LW6ION', '0',
'23P0JAX024O6', 'D',
'31OUZ6EGAUV4', 'D',
'9IY9N6IH3165', 'D',
'8PL1YG9K9R3Z', '0',
'GZ7LRJXFZDK8', 'D',
'PO7V5095ME7D', 'D',
'191AJLD4WAB6', 'D',
'FPRSPR790CBH', 'D',
'LMHU1DH0ANBB', 'D',
'WPZ2WT3LWJSG', '0',
'OQBA2BOKVQYX', 'D',
'250GMHMVWAOK', '0',
'MBRL9DCMOTJO', '0',
'J68SITLQTXT3', 'D',
'QYVDJWW021HG', 'D',
'CK4G2NZEU2BT', 'D',
'ZWUTKSZKV0Z3', '0',
'9PKD2D2L87I9', 'D',
'DL8Q09RZPGIF', '0',
'LKSI2MVF1G1U', 'D',
'DXR3LB8QE1V4', 'D',
'XA8X9VHACO24', 'D',
'3PIEXCRMQFJH', '0',
'IN3OXBLE7DDM', '0',
'X6NYLB0WGIRK', '0',
'33IYAVDYT9G6', 'D',
'X410AKPMPGE1', 'D',
'U3L0LQMCCAUG', 'D',
'1SKKZJGFEW16', '0',
'71E1ZKTUU4AM', 'D',
'MZKNF9ZHTOPY', 'D',
'K1BABBLP09F7', 'D',
'YZPUYQLRSXXD', 'D',
'M2397FZVKE21', '0',
'U9RRTOWK9L57', '0',
'I1GEYDNMKPMO', 'D',
'GAL5TE4U2PR3', 'D',
'NQ4RUJBX4EX0', 'D',
'T41FUOZMM33N', '0',
'PSJ8RPNG0VOX', '0',
'BBQI7WCHUNG1', 'D',
'WIEGOBF7DBI0', 'D',
'CGBBZGZVCOEW', '0',
'E22M6RG32BLT', 'D',
'45MI94C0UOWL', '0',
'UQK9T7KS329S', '0',
'V6KWCYRIUSE9', 'D',
'85BRRQATIN17', '0',
'Y1LR16A1JR6Q', '0',
'818WS2Q4EGC6', '0',
'2D2MONEODYI0', '0',
'E4D3AMM0CAOD', '0',
'5UST1N9680SQ', '0',
'4WMDZBEFVOP4', 'D',
'HBRCMXOI9APN', '0',
'V1Q1D94SF2LP', 'D',
'MGD01TROAROW', 'D',
'83LO7CQWMCTX', 'C',
'W1ZNYWDDDUA3', '0',
'A29644S94H8S', '0',
'GQN3JW633LUA', '0',
'MSEVDZMDT7DU', '0',
'WH2CF68WX8VW', '0',
'WH7XA4UB5HX7', 'D',
'GQ1ZE7GYUO5E', 'D',
'UHR0LZORBSDY', '0',
'I8KDX43KW6F8', 'D',
'HULDAPVYNI2V', 'D',
'Z0GV5B7WM14J', '0',
'70EX2TZY8RWP', '0',
'E2AMYB2IXRGQ', 'D',
'7A9SCXWYNINI', '0',
'G9LQB5KRR1CW', '0',
'QZYHGOBWP746', '0',
'5S4G6C09PAGW', 'D',
'1U8WDGBHWDEW', '0',
'LRGBR8US5UOW', '0',
'3QPKIRG42QC7', 'D',
'BPYL4VI5JXIC', 'D',
'29ZUCRB3HD3F', 'C',
'GLQEM8FT8EI3', '0',
'XYRBOZIOTBSH', '0',
'S70Y1PTBK4LQ', '0',
'NLBGJN6AP82T', '0',
'KD23NP6QJGYH', '0',
'QLHX6VS7NZV1', '0',
'0B4J673CT2LF', 'D',
'KFFJCF4NH5OF', 'D',
'Q39OWF826X0C', 'D',
'CTFDSL7ZHRF6', '0',
'Z5IH4AUGG8C3', '0',
'AUYR8SSHV7C9', '0',
'RK1SUK41KQVB', '0',
'EXY65WYVEUCM', 'D',
'2O4U1LSAH7Q3', '0',
'NIOJBDXPACPE', 'D',
'G7BG2O7Y3EU7', 'D',
'UWRMNVK7WHFP', 'D',
'DLYU65TXKC3A', '0',
'HFHESKWVX9BA', '0',
'SVON19V4JGH6', '0',
'RVUQWJN1BQLH', '0',
'ZIVVZFOUEI3N', '0',
'4U73HNILD6YG', 'D',
'H9DUU7GF8L0N', '0',
'1RTORJ7R4B4W', '0',
'B5ZC8VQXZMHE', 'D',
'HVNNVQTJL3ZV', '0',
'123SQRI4X9XM', 'D',
'LJV0AP7U5YW9', '0',
'P4SSIXJK2HY8', '0',
'GXLKXG9966JV', '0',
'QRKHOSEFY68C', '0',
'SYOTQ2XGY457', 'D',
'WIS46IIHKM2I', 'D',
'5F6Y5AS16JGX', 'D',
'EHZJX7G7G6IA', '0',
'2QLAXSLWOO80', '0',
'52G2A4OWF0SS', 'D',
'FPTR7ZC9A32Z', 'D',
'S66XOOFQUVQD', '0',
'OZKBPWII3P57', '0',
'BEZQ00KHZLAU', '0',
'9ZGCPS2GZC1O', '0',
'YEM409RT2IU3', 'D',
'MUNFK4ZPCKXO', '0',
'O1DBJPNZXWER', 'C',
'PVEK7WIHHRRM', 'D',
'R5YJP3ULZX28', '0',
'TUDIZGVMHFG2', '0',
'WCDQSPJL407K', 'D',
'UCPKT93S25FF', '0',
'IW50QW6CMSBC', 'D',
'CQTQ78BLOUKY', 'B',
'W730MECVAWYQ', '0',
'5XS6HQFNE45X', '0',
'4ZHOO50VOQNY', 'D',
'C8PXU0PXVQ1V', 'B',
'CMDCKI5Y48JM', 'C',
'Y6J32F5KIMIE', 'D',
'ZOKX1QC3LL2A', 'D',
'KY2T2ASKHNZM', 'D',
'9JU80XBCCAB8', '0',
'UR55NU5TMIAS', 'D',
'6WGDJG8N9SN8', 'D',
'YAXUZIW98I9F', 'D',
'B24UCP0QIR4Y', 'D',
'ZORKC2ZVWUWP', '0',
'F8W1S2X0G7BH', '0',
'9U1D8OID6Q16', '0',
'KF7JEPFMESME', '0',
'4MQT0AQR057L', '0',
'E9ALR1HNMKNO', '0',
'RNIN88E5P190', 'D',
'X4E5DK7TU7SO', '0',
'2HW1A8ZGPGXD', 'D',
'PP77AFFP6E8P', 'D',
'X88QMCVP5Q7Q', '0',
'0C1X2VKKAWXT', '0',
'BJVJ40GVPXNA', 'D',
'2HLZKSMG1JZI', 'D',
'YZLEUP1E56NP', 'D',
'WSZC44LHULBN', 'D',
'UWJRXCBX0Y7Q', '0',
'M1VQTP774BK3', '0',
'ZRSW8TC3OKUR', '0',
'A7AJPVDZXIIB', 'D',
'RS1U6Y5J05J6', '0',
'FLMV984RVCFA', '0',
'2YLOCM2KNGG8', '0',
'8R1IZB7ND08K', '0',
'W7NROT4BP22Y', '0',
'GBWM8MV08QCA', 'D',
'XF8AELPA9P7D', '0',
'K4NHHF1PB2Y0', '0',
'YF3JQUCN2VNK', '0',
'WF5YXKBFLWY8', '0',
'IX96H1D80NSD', 'D',
'SYSLNF49XS7X', '0',
'JPVP4GX43UP7', '0',
'LLP7HGWXO7P5', 'D',
'OFYLGCUZOJPF', '0',
'CCX7IJDHR7YX', '0',
'G20I3GIZNYUT', '0',
'V5DUGYMHSFI3', '0',
'Q2ZLF2JTIFJF', 'D',
'2V25DT7881JA', '0',
'ZHB3GBJCR0ZN', '0',
'GTLTS13JD8E5', '0',
'YK47QN8WLPOR', 'D',
'0PWCAMD9C4IX', '0',
'J60ZYFV1V10X', 'D',
'JI176PUR3HW4', 'D',
'CWOR1E0E40G3', '0',
'PUVB5ISLMAND', '0',
'ZA6I7KFTNT0X', '0',
'M3TE69914ONU', 'D',
'8YGE6LGUHHBE', '0',
'V0BFT4ZCVBUR', '0',
'XMJU931I8H6Q', 'D',
'NRH4Q1P4ZOBH', 'D',
'B3DKW1EOR9B5', 'D',
'XDAY2NKC6VDR', '0',
'0C8BFJ5ACY10', '0',
'3JPFWGDBPIYG', '0',
'TIVIDIMYHYLR', '0',
'7R8XOJ9J4LSZ', '0',
'5Q2HRHE8WD3R', '0',
'R0GQ7AH4DM2J', 'D',
'0VANNVFNHNF5', '0',
'PG9UWRS1TG6O', '0',
'ZOTAWZ1M3SHV', '0',
'WD5SCW88UQPO', 'D',
'9AX6VLUERLMY', '0',
'BZR2VG9UBHEJ', '0',
'290WC1OPTX4I', '0',
'VTMMBRHA3D3J', '0',
'525ZFUQYXZ2I', 'D',
'GYLJ8242NU6A', 'D',
'UHY135EKAJOI', 'D',
'UCP2M8IRRMK5', '0',
'D9V695OR59ON', '0',
'ZPLEWBWEMT4V', 'D',
'ZNQS3YMLJABE', 'D',
'XS1VOQFMZOGD', '0',
'O10GFJO55FRV', '0',
'AU67TQQIEWTN', '0',
'NTMNSAHNYNAP', '0',
'NJP28OBN1S2C', '0',
'5C1LKIS2IVG1', '0',
'4I29ACVABUIK', 'D',
'J5QDUJ79F33E', 'D',
'PS18HYS8PZQA', '0',
'BWLK7RWOOHSK', '0',
'PQ3TRIGOELNK', '0',
'2GJ0L4K0H4EN', '0',
'LW2EX4MCEKQQ', '0',
'H2DLMQXWY7FL', '0',
'B97NGMFKWL35', '0',
'Y4Z3OMPZ4001', '0',
'JZHHZVDMXJGP', '0',
'4BJEHYAKFND9', '0',
'MFL4IJGDTPQP', '0',
'52F6VZQC8VIR', 'D',
'5JZ2MFK5GS8N', 'D',
'J16STEMJMT6N', 'D',
'M87GKON6JJTB', '0',
'TA2BAIF91Y7G', '0',
'MECKLCP56195', 'D',
'JENQMK91O4A9', '0',
'D5HOENMTCLXI', 'D',
'XR4V16DFY6LJ', '0',
'VLI8EQYCSHZW', 'D',
'DF10Y84KD9Y5', '0',
'WBPFLXTYUTYB', '0',
'B2D1527M0B29', 'D',
'U2HXQZVWMT92', '0',
'D0673WO2EM69', '0',
'QM02SVI9CN74', '0',
'BTDW1CM83BJ8', '0',
'KF78O3UM9HY8', 'D',
'GJVSGP5TIFAK', 'D',
'ISO26W2HILGT', '0',
'QU73OL22033S', 'D',
'J2EYWMGKOI0Z', 'B',
'SJN1C4ECRD2A', '0',
'YJOUA4SBZMEO', '0',
'T40MTAIF5K1T', 'D',
'I433MVCV9PKI', '0',
'QCQ5YYY9L2K0', '0',
'WW731DWZ570Y', '0',
'ZRW265M23SWE', 'D',
'TS6HNM7H2CXH', '0',
'6H1999Q0SH8V', '0',
'OVSYKY5XA6AD', 'D',
'D4DQ1RRMQQJP', '0',
'PW6NKMABTWRX', '0',
'DOHNUR4MO8IP', 'D',
'7ELGJAHSJMBU', '0',
'TJ3XQG51TC57', 'D',
'DK6DM8ZJYOY7', '0',
'Y4SK423ETSFU', '0',
'94PLDRP25USV', '0',
'NKEPRCSWELTV', '0',
'C8FWRH8QAZSU', '0',
'4H6ERMCDM2EN', '0',
'2ZECGBGRUPV9', 'D',
'Y5GA7V8RKWGX', 'D',
'OHF0F6E3GZOB', 'D',
'X2EJNPDVRAY6', '0',
'AQDN5U01HBQ2', 'D',
'KYQCQ75QA126', 'D',
'4YBYLDLAFWF8', '0',
'EVIF0EJWQOMC', '0',
'0NBTAO7NHOSA', '0',
'9ZX8LLFWMGY1', '0',
'7EU2GBTDCICQ', 'D',
'N4WKHPKG4RKM', 'D',
'EOJ7QBU6EHR8', 'D',
'N8IY8AQ135RQ', 'D',
'L1UUUM98CP5T', '0',
'0F1UCBS0A5L0', '0',
'HBGGIZLNC7TA', 'D',
'2R7MC07I5IBT', 'D',
'PQRZV8W0RHW3', '0',
'NRAQBKLCN8QW', '0',
'4AB7NWYP55GV', '0',
'CT31GHMU2BV9', 'D',
'0BVQFM60PD63', 'D',
'23BYL3L6AZ37', '0',
'SO0UDF5TUIBQ', 'D',
'VODB8KEW3XVP', 'D',
'3X4074N5EFLO', '0',
'XWRL1KP931LR', '0',
'W6P63PCIUVPW', 'D',
'NLSVS41QD25Z', '0',
'Q6JB68UH95WE', '0',
'0821RTONJ79T', 'D',
'BC202RH9WVGH', 'D',
'O1IXSX7QZPTJ', '0',
'9CK5OF9FK5PM', 'D',
'U1ZREYULUON9', 'D',
'BQZC5DLZ43X9', 'D',
'ZQSUOIRJFO8H', 'D',
'XSXLKPMG3GWI', 'D',
'3QIWLSRGLKGI', '0',
'YJX5ID4GNIGT', '0',
'5C6OQ060COX8', 'D',
'GSZUFOGON93L', 'D',
'FARZC5VUK9M4', '0',
'5LXFC668VD0V', 'D',
'8V18OESH88N8', 'D',
'SV0ZLICSPVIM', '0',
'5BSXT6CKCUPU', 'D',
'W7G1TP6JENLY', '0',
'S2KPOD8E0G3F', 'D',
'ESU5HFUQ6O17', 'D',
'JPRTEBVVZZQB', 'D',
'DQMJ3W3G64II', '0',
'OWO0SDSYF5T5', '0',
'GT7X9CWRKEMV', 'D',
'DAPQ1XKKBJRZ', 'D',
'Q1H0XGEC7YMN', '0',
'JMRBZDA9Q930', 'D',
'QRLWBDHADPXX', '0',
'A1SGLAVHCDKX', '0',
'L0HZRKCRDEKG', '0',
'QL1J4T73EQ2W', 'D',
'OT86MWF5QGYY', 'D',
'F45KLKUF2QXU', 'D',
'PZ30ST2YQX6P', '0',
'6TJB5PIF5TUP', '0',
'P183AY5M5NUM', 'D',
'X2C3UHQ3UUR3', '0',
'00A1QE7295AW', 'D',
'28BGI1K1XKET', 'D',
'SITDW863C7FO', '0',
'GZTBCQEYX7N7', '0',
'7X8ZBX03DTYK', 'D',
'92USGNICUMCY', '0',
'XQKJLM25LGUM', 'D',
'VYTIXYPLIJNW', '0',
'YJ03TMB6CI6A', 'D',
'4YPBKVS7S84G', '0',
'TMAHTVHU1WNB', 'D',
'D59H2T22UK7L', '0',
'1YCIGO5D06HS', 'D',
'C576PXQRDCV1', 'D',
'G38LCK174K9Z', '0',
'N6Q7BTQ3P4VA', 'D',
'D36GHQJKZU7A', 'D',
'GM758R5ICPCU', '0',
'FQQO9NJZBFBP', 'D',
'7GHZ2LRGZ0H3', '0',
'9PEPQX3NHOLA', '0',
'DSITOREX38DI', 'D',
'CK5126I9JOC0', '0',
'1Q7H82J8D6WX', '0',
'AS3023QD6TRA', 'D',
'S7K4HJOP1F82', 'D',
'BURY6DMSP43U', '0',
'B9EWZIXORRLX', 'D',
'2FFABVUKDTA3', 'D',
'Z0RSP2KNXW4L', 'D',
'IPVLYPLU3S7C', 'D',
'ZH7FUHOA2JEB', 'D',
'RAWMUTUUBS0X', '0',
'L73XXR3X4L4U', 'D',
'S7ZD25L66A2K', 'D',
'J57PXNJRUSYT', '0',
'8MGOIH9NFFE5', '0',
'6XL5XTOLPKII', 'B',
'41XN8WZO8IS9', 'D',
'QBS67SNFWRF9', '0',
'HCTRSBMLZPAR', '0',
'YUZUIOQCRSSO', 'D',
'IUWAY975OALM', '0',
'OU9OBOIK52M4', 'D',
'SPZQ5SOAPGOT', '0',
'GOWFBUFXFI0J', '0',
'4FJG540K16QL', '0',
'FK3HM5YTKKM6', '0',
'71WEV6MCIPAX', '0',
'8MBFJDYMG2UQ', 'C',
'SWAQOGXX1UUH', '0',
'X44N38WCY1T0', 'D',
'78NCQ2IGDSWI', '0',
'EJAE76XMPZ05', 'D',
'CF72EQU4IK9P', '0',
'1CKCK3F0Y725', '0',
'VPJEMDBP3A6Z', '0',
'MPP5SJGOFR4S', 'C',
'4PMR2HEMNWU5', 'D',
'2SWTF5N28K25', 'D',
'T7NFQDIQKSPD', 'D',
'N7WIF0U8Y4YX', '0',
'NU9H2IWABQMP', 'D',
'TOIVCFA4FFEO', '0',
'CC50DZCBHER2', 'D',
'SC80Z51H8CWS', '0',
'J8NWTKXFN84W', '0',
'5V2GGXWI5BUP', 'D',
'44FVLDUDL7QW', 'D',
'1Z4Z5TOCERP8', '0',
'MX7XSNA5SC0S', '0',
'DQ5L7COKT72N', 'D',
'MTF5UNCH04T1', '0',
'851FPRYPH4QX', 'D',
'T96NPNFD55YO', '0',
'7GHY29Z9PVTA', 'D',
'PE2MY6MBBP16', '0',
'6P3WKTPXD0CU', '0',
'OUPN4Q5MTAJ3', '0',
'DJP0MBKK4MYS', 'D',
'1K27ISN3VTIH', '0',
'KI89REGI7KJ9', '0',
'4F84KGCLOHPX', '0',
'2DEAGDHBTDFO', '0',
'AUCLAFA0CCM3', '0',
'PCKB3S1Y0U59', 'D',
'PJOXT6XRQRIH', '0',
'0A9M6XJRU4U2', 'D',
'MMDKCC67SF7K', 'D',
'HEBTUB00X29S', 'D',
'ZN7B9PIQJ3WY', '0',
'MM968YFIS2TQ', 'B',
'31IVOGRQTT2A', '0',
'IYLQQT1E5D20', '0',
'4UIDYQBAYKTY', '0',
'1JH68MOOM5WK', '0',
'7UMV0XUMQQRH', 'D',
'WYTWZIFQHEEC', '0',
'DAX1AV8WT3XK', 'D',
'CRK8FNDNN2XO', 'D',
'W18VPYTM89JU', 'D',
'TD1UR75913XX', 'D',
'QOBAUG2MHMRY', '0',
'U693FOIPB34L', '0',
'WL70DCRQJL4F', '0',
'TMOOK9QWKIRN', 'D',
'5IJNAD6CJ3TU', 'D',
'DBB0Z6YO64AU', 'D',
'FVUJ7JA3M0OA', '0',
'G5C9ALMGNWVF', '0',
'V1Z7DK7XDR7O', 'D',
'E3LO60AJ9PRQ', '0',
'SRTU9YVIYT8G', 'D',
'J52I2YERJCTZ', 'D',
'5SADFM3663T2', 'D',
'I85XLLNU38M0', 'D',
'SIAPO0ZFHL8Q', '0',
'ZWQ6SJVECJ2H', 'D',
'MMZ559YU78K9', '0',
'UWQ918N970NC', '0',
'T4ZBK7L9PDJ3', 'D',
'KTFHAFRWRYEQ', '0',
'67LGFMYJOAR8', '0',
'FBCVDQE60K7A', 'D',
'VUW9RI263I1L', 'D',
'OMGLCKXOOR0N', 'D',
'IH0SMEWY3J1D', '0',
'3GY42I9WXNY7', 'D',
'OS1X8BPPJ021', '0',
'17I5Z3A53YGA', '0',
'AY6UFNWGS7RU', 'D',
'2TIWLMKVIEDT', 'D',
'SW0Q1KVW3GSA', 'D',
'2FK4NOJGRPDQ', '0',
'Y3XGPSR2VU9Z', 'D',
'O6CH31JFNHN0', '0',
'NCHIZ0L9EP7M', 'D',
'KD8OXL0QU0LJ', 'D',
'BS4WZWFERDUV', 'D',
'IU4BZGWJ8062', 'D',
'70USSTAZMLWX', '0',
'082N1OLND0L9', '0',
'FEBZXITVKRJ9', 'D',
'6Z5VKX0XQY0P', '0',
'B66YKY2Q7EJ8', 'C',
'VZDGK2NCJWFZ', '0',
'PDDUWAO2ESO6', '0',
'UMNDX9I7AAWZ', '0',
'E1RQR8HZUSVA', 'D',
'5VJH9Q9BJL0C', '0',
'7DAU6QDLCCAK', '0',
'CLRPG3H935QZ', '0',
'XY1TE9AZWP74', '0',
'A3N5IMBQR4PB', '0',
'J3DOKZLQ89OW', '0',
'OYSEBXJ2ZVB4', 'D',
'DV6YBPHUCQ1W', '0',
'C30KOMM3TZDH', 'D',
'FT0E2KXGY24Q', '0',
'YGBD8EKACHBZ', '0',
'PZ9W9NOKCUNF', '0',
'SRYT9R7IIWPK', '0',
'XX6QI5CKIEK1', '0',
'K5G2X8EOPS2G', 'D',
'X5RUAHGTCUH0', 'D',
'QR3K7LMTMB7F', 'D',
'JCK4YP09SWQV', '0',
'XCMND4TJCCAD', 'D',
'JW7RC0VFRUOB', '0',
'P8F8WZO5PFTL', '0',
'W1W7YBUGQ4N7', '0',
'NUYYJ5AIDPEV', 'D',
'QGF0A9AGXP19', '0',
'31FL7QH8UDYW', 'D',
'PFLHAIXUKCK0', '0',
'JZGOPELT54BN', '0',
'ABJJ8F7WMVE9', 'D',
'B82EFXMIOVPE', 'D',
'QLU0TVI5KNRC', '0',
'W79RAO30KGJO', '0',
'5ZG6J7AN1482', '0',
'E4RB5A0DTHZL', '0',
'IFWK6SGDEZSE', 'D',
'1FWR7XRV80VD', 'D',
'OI6ASE1FJU7A', 'D',
'2NVWS790DHLI', '0',
'12S8WQJ06M2F', 'D',
'QWFHL4IP9N2F', '0',
'EVRHB1LH3LNB', 'D',
'A1QZOG27JC0Z', 'D',
'8XYUL404SK1I', '0',
'L1DQFIE6RRDN', '0',
'8KNXZ4RIUWRS', 'D',
'AQCYL8G2WUQ0', '0',
'SRNH7IPXA2SU', 'D',
'J0OTOL2NSELC', '0',
'2DDYMM1BJQX6', '0',
'AQUZPSWND6ZH', '0',
'AAJ06SGW3KST', '0',
'763ELNFVUQ27', 'D',
'EWBPHTRX7PNB', 'D',
'E38Y668AK6TC', 'D',
'0H5Y0S05T6OC', '0',
'DGHXQ1W3GS9T', 'C',
'MWW6ZJWQPZOR', '0',
'85S57WHK7HZ3', '0',
'TNO9TZ2CGT1Q', 'D',
'DKSTGOPRQ5OB', '0',
'EM4IY87U5WCG', '0',
'B7P9MUNAFZRC', 'D',
'UZBUI23DXEZP', '0',
'JTLHHR819FVL', 'D',
'92WOYZM81GVN', '0',
'5492KMOKNMRQ', 'D',
'GHXMLQXEQ9UK', 'D',
'AZ3UA5632BML', '0',
'1MDYEB33PFAM', '0',
'01GBSTCYQSKS', 'D',
'AMJ08P1PKR2R', '0',
'E909PCFEZF2H', '0',
'FZX52383NKQM', '0',
'S3ZWBGX6BTP3', 'D',
'PO48X5SZPP77', 'D',
'1WDGLAYW9562', '0',
'WY2IQH038MF7', 'D',
'QV0SXDC1X908', '0',
'7Z3WSZ0DZ3XO', 'D',
'LVO8Y0FPB1EZ', 'D',
'7NN9S03TZBXT', '0',
'3CPR7S5733OL', '0',
'S0QCE8L4ASLO', '0',
'0PY6SUJLPLRU', 'D',
'HIO91ZMM3JA3', '0',
'JRVYO0F4N5BP', 'B',
'8BQOIJW5TK1O', 'D',
'Z31M93GAJ2C6', 'D',
'Q0CH9VVIKAU1', 'D',
'DVBL9LX90UUK', '0',
'5PJ8R3WJFYBH', '0',
'0NBGD11V0RZ9', '0',
'YFR36I1EVVTK', '0',
'0QHGLJM06C4J', 'D',
'3E68Y9V819K0', '0',
'EUVUT9TQYS85', '0',
'47XY8OXAQYWN', '0',
'3N4UE3XVPUH4', '0',
'4MYR4P7TBAKR', 'C',
'DFO4SIW7B026', 'D',
'5WCJCUQWOOMF', '0',
'3LM4G06JZ7VB', 'D',
'TKNNHUY5FQXA', 'D',
'PJDY4YVNXKBS', '0',
'NAAUKEYCTGRE', '0',
'N2RMQYSM58N8', 'D',
'68NLEQP79B8E', 'D',
'S0KQUPOVSXNB', '0',
'EGPFW2MSYFN9', '0',
'TX8KJSF9IHZA', '0',
'YGSYIEVY67SU', '0',
'7Q1OENG2OG5C', 'D',
'U21PXULJNZYS', '0',
'FQNPQIOCZ4GJ', '0',
'FD6A354ZGABI', '0',
'SVERLOTLEVXK', '0',
'7ZH0KUGTRV94', 'B',
'WCQ38LL51AY7', 'D',
'71B5PVE5DI4A', 'D',
'11WEFSFQ8L54', 'D',
'48XVQEOMEN0R', '0',
'3I81TPB6D2OJ', '0',
'0USNKP24BDT4', 'D',
'NE482R7LGJLT', '0',
'V33FP571HWQQ', '0',
'5BKRRR54REAC', 'D',
'ROVMYEIJ9ZFR', '0',
'7BN9MMTTXROG', '0',
'S95RQNNMP8Z6', 'D',
'MJ9LLJ8RNLOJ', '0',
'UD0YOIWZNMO3', 'C',
'UUFV4XZAZYUQ', '0',
'SN39E8P0WM0A', '0',
